article_id,title,company_name_raw,company_key,company_matched,company_match_method,company_match_score,published_date_raw,published_date_clean,date_status,pub_year,pub_quarter,pub_month,category_raw,category_std,revenue_raw,arr_usd,arr_status,currency_detected,summary,url,author,word_count,_source_row_number,_source_file,_loaded_at
ART0015,Tesla Releases Open Source Framework,Tesla,Tesla,True,exact,100.0,27 Sep 2020,2020-09-27,parsed,2020,3,9,Enterprise Software,SOFTWARE,$25.200B,25200000000,parsed,USD,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/15,Sam Wilson,2183.0,15,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0016,Palantir Unveils Next-Generation Platform,Palantir,Palantir,True,exact,100.0,20 Apr 2020,2020-04-20,parsed,2020,2,4,AI & ML,AI_ML,$1.030B,1030000000,parsed,USD,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/16,Jane Doe,1074.0,16,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0017,SpaceX Launches New AI-Powered Product,SpaceX,SpaceX,True,exact,100.0,"July 24, 2021",2021-07-24,parsed,2021,3,7,FinTech,FINTECH,$3.900B,3900000000,parsed,USD,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/17,Jane Doe,2471.0,17,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0018,Tesla CEO Discusses Future of AI,Tesla,Tesla,True,exact,100.0,04/30/2020,2020-04-30,parsed,2020,2,4,Big Data,DATA_ANALYTICS,,,missing,,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/18,Jane Doe,739.0,18,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0019,Confluent Unveils Next-Generation Platform,Confluent,Confluent,True,exact,100.0,2023-01-15,2023-01-15,parsed,2023,1,1,Data Analytics,DATA_ANALYTICS,"$790,000,000",790000000,parsed,USD,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/19,John Smith,780.0,19,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0020,DataRobot Raises Series D Funding Round,DataRobot,DataRobot,True,exact,100.0,10/14/2023,2023-10-14,parsed,2023,4,10,Big Data,DATA_ANALYTICS,"£299,212,598",379999999,parsed,GBP,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/20,,1795.0,20,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0021,Databricks Reports Record Revenue Growth,Databricks,Databricks,True,exact,100.0,03 Oct 2023,2023-10-03,parsed,2023,4,10,Data Analytics,DATA_ANALYTICS,"¥360,000,000,000",2400000000,parsed,JPY,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/21,John Smith,,21,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0022,DataRobot Faces Regulatory Scrutiny,DataRobot,DataRobot,True,exact,100.0,2020-07-23,2020-07-23,parsed,2020,3,7,Software,SOFTWARE,$170.0M,170000000,parsed,USD,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/22,Alex Johnson,2294.0,22,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0023,Elastic Unveils Next-Generation Platform,Elastic,Elastic,True,exact,100.0,2021-09-11T00:00:00Z,2021-09-11,parsed,2021,3,9,SaaS,SOFTWARE,$0.930 billion,930000000,parsed,USD,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/23,John Smith,1136.0,23,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0024,Databricks Expands into European Market,Databricks,Databricks,True,exact,100.0,05/23/2023,2023-05-23,parsed,2023,2,5,Data Analytics,DATA_ANALYTICS,$2.150B,2150000000,parsed,USD,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/24,Sam Wilson,680.0,24,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0025,OpenAI Acquires Competitor for Undisclosed Sum,OpenAI,OpenAI,True,exact,100.0,24 Sep 2020,2020-09-24,parsed,2020,3,9,Financial Technology,FINTECH,Not disclosed,,not_disclosed,,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/25,,2734.0,25,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0026,Anthropic Acquires Competitor for Undisclosed Sum,Anthropic,Anthropic,True,exact,100.0,2023-04-07T00:00:00Z,2023-04-07,parsed,2023,2,4,Cloud Computing,CLOUD,Not disclosed,,not_disclosed,,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/26,Jane Doe,921.0,26,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0027,Airbnb Releases Open Source Framework,Airbnb,Airbnb,True,exact,100.0,2022-04-12T00:00:00Z,2022-04-12,parsed,2022,2,4,Cloud Computing,CLOUD,,,missing,,New product features leverage cutting-edge AI technology to solve customer problems.,https://technews.example.com/articles/27,,2186.0,27,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0028,NVIDIA Expands into European Market,NVIDIA,NVIDIA,True,exact,100.0,22 Nov 2020,2020-11-22,parsed,2020,4,11,AI & ML,AI_ML,$12.600B,12600000000,parsed,USD,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/28,Alex Johnson,1432.0,28,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0029,NVIDIA Announces Breakthrough in Large Language Models,NVIDIA,NVIDIA,True,exact,100.0,09/13/2023,2023-09-13,parsed,2023,3,9,Big Data,DATA_ANALYTICS,"€36,818,181,818",40500000000,parsed,EUR,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/29,,2696.0,29,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0030,Stripe Announces Breakthrough in Large Language Models,Stripe,Stripe,True,exact,100.0,24-08-2020,2020-08-24,parsed,2020,3,8,Cloud,CLOUD,Not disclosed,,not_disclosed,,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/30,Alex Johnson,2594.0,30,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0031,Meta AI CEO Discusses Future of AI,Meta AI,Meta AI,True,exact,100.0,03/26/2023,2023-03-26,parsed,2023,1,3,Financial Technology,FINTECH,"€1,090,909,091",1200000000,parsed,EUR,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/31,John Smith,1852.0,31,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0032,DataRobot Acquires Competitor for Undisclosed Sum,DataRobot,DataRobot,True,exact,100.0,2023-09-20,2023-09-20,parsed,2023,3,9,Finance,FINTECH,Not disclosed,,not_disclosed,,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/32,Alex Johnson,1285.0,32,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0033,SpaceX Achieves Profitability Milestone,SpaceX,SpaceX,True,exact,100.0,15 Feb 2022,2022-02-15,parsed,2022,1,2,Cloud,CLOUD,$5.000 billion,5000000000,parsed,USD,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/33,Jane Doe,2875.0,33,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0034,DataRobot Achieves Profitability Milestone,DataRobot,DataRobot,True,exact,100.0,"October 21, 2021",2021-10-21,parsed,2021,4,10,Security,SECURITY,$275.0M,275000000,parsed,USD,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/34,,1315.0,34,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0035,Microsoft Announces Breakthrough in Large Language Models,Microsoft,Microsoft,True,exact,100.0,04/04/2020,2020-04-04,parsed,2020,2,4,InfoSec,SECURITY,N/A,,missing,,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/35,,2136.0,35,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0036,NVIDIA Launches New AI-Powered Product,NVIDIA,NVIDIA,True,exact,100.0,05 Sep 2023,2023-09-05,parsed,2023,3,9,AI/ML,AI_ML,$38475.0M - $42525.0M,40500000000,parsed,USD,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/36,John Smith,997.0,36,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0037,Palantir Launches New AI-Powered Product,Palantir,Palantir,True,exact,100.0,09 Aug 2022,2022-08-09,parsed,2022,3,8,SaaS,SOFTWARE,Not disclosed,,not_disclosed,,Financial results exceed analyst expectations across all key metrics.,https://technews.example.com/articles/37,,2635.0,37,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0038,Cloudflare Achieves Profitability Milestone,Cloudflare,Cloudflare,True,exact,100.0,04-05-2021,2021-04-05,parsed,2021,2,4,Security,SECURITY,"€563,636,364",620000000,parsed,EUR,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/38,,,38,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0039,Microsoft Reports Record Revenue Growth,Microsoft,Microsoft,True,exact,100.0,23 Feb 2022,2022-02-23,parsed,2022,1,2,Cloud Computing,CLOUD,$57950.0M - $64050.0M,61000000000,parsed,USD,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/39,Sam Wilson,,39,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0040,SpaceX CEO Discusses Future of AI,SpaceX,SpaceX,True,exact,100.0,11 Apr 2023,2023-04-11,parsed,2023,2,4,AI/ML,AI_ML,$7.600 billion,7600000000,parsed,USD,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/40,Sam Wilson,2736.0,40,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0041,DataRobot Reports Record Revenue Growth,DataRobot,DataRobot,True,exact,100.0,09/26/2022,2022-09-26,parsed,2022,3,9,Financial Technology,FINTECH,"£240,157,480",305000000,parsed,GBP,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/41,Jane Doe,1022.0,41,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0042,DataRobot Releases Open Source Framework,DataRobot,DataRobot,True,exact,100.0,"February 25, 2020",2020-02-25,parsed,2020,1,2,Enterprise Software,SOFTWARE,N/A,,missing,,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/42,Jane Doe,,42,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0043,Uber Acquires Competitor for Undisclosed Sum,Uber,Uber,True,exact,100.0,"March 09, 2021",2021-03-09,parsed,2021,1,3,Data Analytics,DATA_ANALYTICS,Not disclosed,,not_disclosed,,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/43,John Smith,2709.0,43,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0044,Anthropic Acquires Competitor for Undisclosed Sum,Anthropic,Anthropic,True,exact,100.0,04 Apr 2021,2021-04-04,parsed,2021,2,4,Machine Learning,AI_ML,Not disclosed,,not_disclosed,,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/44,,1017.0,44,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0045,Cloudflare Achieves Profitability Milestone,Cloudflare,Cloudflare,True,exact,100.0,2020-08-22T00:00:00Z,2020-08-22,parsed,2020,3,8,Cloud Services,CLOUD,$455.0 million,455000000,parsed,USD,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/45,John Smith,1777.0,45,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0046,Confluent Achieves Profitability Milestone,Confluent,Confluent,True,exact,100.0,"February 07, 2022",2022-02-07,parsed,2022,1,2,Cloud Services,CLOUD,$0.600 billion,600000000,parsed,USD,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/46,,2818.0,46,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0047,Anthropic Acquires Competitor for Undisclosed Sum,Anthropic,Anthropic,True,exact,100.0,"December 27, 2022",2022-12-27,parsed,2022,4,12,Analytics,DATA_ANALYTICS,Not disclosed,,not_disclosed,,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/47,John Smith,1983.0,47,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0048,Scale AI Partners with Major Enterprise Client,Scale AI,Scale AI,True,exact,100.0,12/19/2023,2023-12-19,parsed,2023,4,12,Cybersecurity,SECURITY,,,missing,,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/48,,1820.0,48,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0049,NVIDIA Raises Series D Funding Round,NVIDIA,NVIDIA,True,exact,100.0,"July 25, 2021",2021-07-25,parsed,2021,3,7,FinTech,FINTECH,"¥2,400,000,000,000",16000000000,parsed,JPY,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/49,Jane Doe,1953.0,49,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0050,Databricks Acquires Competitor for Undisclosed Sum,Databricks,Databricks,True,exact,100.0,2021-07-26T00:00:00Z,2021-07-26,parsed,2021,3,7,Financial Technology,FINTECH,Not disclosed,,not_disclosed,,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/50,,2450.0,50,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0051,Scale AI Unveils Next-Generation Platform,Scale AI,Scale AI,True,exact,100.0,"October 02, 2022",2022-10-02,parsed,2022,4,10,AI/ML,AI_ML,$0.570 billion,570000000,parsed,USD,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/51,,2767.0,51,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0052,MongoDB Acquires Competitor for Undisclosed Sum,MongoDB,MongoDB,True,exact,100.0,21 May 2022,2022-05-21,parsed,2022,2,5,Software,SOFTWARE,Not disclosed,,not_disclosed,,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/52,Jane Doe,1288.0,52,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0053,Stripe Raises Series D Funding Round,Stripe,Stripe,True,exact,100.0,02 Jan 2023,2023-01-02,parsed,2023,1,1,Cloud,CLOUD,2300.0M USD,2300000000,parsed,USD,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/53,,911.0,53,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0054,Tesla Expands into European Market,Tesla,Tesla,True,exact,100.0,10-04-2021,2021-10-04,parsed,2021,4,10,Cloud,CLOUD,"$54,000,000,000",54000000000,parsed,USD,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/54,Alex Johnson,1017.0,54,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0055,Scale AI Partners with Major Enterprise Client,Scale AI,Scale AI,True,exact,100.0,2020-07-29,2020-07-29,parsed,2020,3,7,Enterprise Software,SOFTWARE,$135.0 million,135000000,parsed,USD,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/55,Alex Johnson,2456.0,55,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0056,Meta AI Raises Series D Funding Round,Meta AI,Meta AI,True,exact,100.0,"March 31, 2022",2022-03-31,parsed,2022,1,3,Machine Learning,AI_ML,$700.0 million,700000000,parsed,USD,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/56,Alex Johnson,,56,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0057,NVIDIA Raises Series D Funding Round,NVIDIA,NVIDIA,True,exact,100.0,"February 16, 2023",2023-02-16,parsed,2023,1,2,FinTech,FINTECH,Not disclosed,,not_disclosed,,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/57,,,57,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0058,Meta AI Reports Record Revenue Growth,Meta AI,Meta AI,True,exact,100.0,07/05/2023,2023-07-05,parsed,2023,3,7,Financial Technology,FINTECH,$1330.0M - $1470.0M,1400000000,parsed,USD,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/58,Jane Doe,,58,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0059,Palantir Unveils Next-Generation Platform,Palantir,Palantir,True,exact,100.0,"May 01, 2023",2023-05-01,parsed,2023,2,5,Finance,FINTECH,$1.920B,1920000000,parsed,USD,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/59,,1310.0,59,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0060,SpaceX Raises Series D Funding Round,SpaceX,SpaceX,True,exact,100.0,01/20/2023,2023-01-20,parsed,2023,1,1,Cloud Computing,CLOUD,$7000.0 million,7000000000,parsed,USD,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/60,,2831.0,60,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0061,Snowflake Partners with Major Enterprise Client,Snowflake,Snowflake,True,exact,100.0,"September 11, 2020",2020-09-11,parsed,2020,3,9,Finance,FINTECH,730.0M USD,730000000,parsed,USD,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/61,Sam Wilson,2972.0,61,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0062,Databricks Announces Breakthrough in Large Language Models,Databricks,Databricks,True,exact,100.0,07/06/2020,2020-07-06,parsed,2020,3,7,Enterprise Software,SOFTWARE,,,missing,,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/62,Jane Doe,2285.0,62,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0063,Scale AI Partners with Major Enterprise Client,Scale AI,Scale AI,True,exact,100.0,"July 05, 2020",2020-07-05,parsed,2020,3,7,Analytics,DATA_ANALYTICS,,,missing,,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/63,,2753.0,63,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0064,Anthropic Partners with Major Enterprise Client,Anthropic,Anthropic,True,exact,100.0,29-06-2020,2020-06-29,parsed,2020,2,6,Financial Technology,FINTECH,,,missing,,The company demonstrated significant advances in model performance and efficiency.,https://technews.example.com/articles/64,Jane Doe,2541.0,64,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0065,Scale AI Partners with Major Enterprise Client,Scale AI,Scale AI,True,exact,100.0,04/15/2020,2020-04-15,parsed,2020,2,4,Financial Technology,FINTECH,,,missing,,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/65,John Smith,2993.0,65,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0066,NVIDIA Unveils Next-Generation Platform,NVIDIA,NVIDIA,True,exact,100.0,20-11-2020,2020-11-20,parsed,2020,4,11,Software,SOFTWARE,$12.600B,12600000000,parsed,USD,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/66,John Smith,1130.0,66,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0067,Cloudflare Unveils Next-Generation Platform,Cloudflare,Cloudflare,True,exact,100.0,2021-08-20T00:00:00Z,2021-08-20,parsed,2021,3,8,Financial Technology,FINTECH,N/A,,missing,,Leadership outlines vision for responsible AI development and deployment.,https://technews.example.com/articles/67,Jane Doe,2581.0,67,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0068,Microsoft Raises Series D Funding Round,Microsoft,Microsoft,True,exact,100.0,"July 19, 2021",2021-07-19,parsed,2021,3,7,Data Analytics,DATA_ANALYTICS,$55.000 billion,55000000000,parsed,USD,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/68,,2505.0,68,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0069,Microsoft Partners with Major Enterprise Client,Microsoft,Microsoft,True,exact,100.0,"January 08, 2023",2023-01-08,parsed,2023,1,1,Analytics,DATA_ANALYTICS,$71.000B,71000000000,parsed,USD,Platform improvements deliver enhanced performance and new capabilities.,https://technews.example.com/articles/69,Jane Doe,1456.0,69,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0070,SpaceX Announces Breakthrough in Large Language Models,SpaceX,SpaceX,True,exact,100.0,13 Oct 2021,2021-10-13,parsed,2021,4,10,InfoSec,SECURITY,$4300.0 million,4300000000,parsed,USD,Community contribution aims to accelerate innovation and adoption.,https://technews.example.com/articles/70,,911.0,70,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0071,Palantir Raises Series D Funding Round,Palantir,Palantir,True,exact,100.0,"December 13, 2022",2022-12-13,parsed,2022,4,12,AI/ML,AI_ML,"¥255,000,000,000",1700000000,parsed,JPY,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/71,Alex Johnson,2128.0,71,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0072,Scale AI Raises Series D Funding Round,Scale AI,Scale AI,True,exact,100.0,03 Nov 2021,2021-11-03,parsed,2021,4,11,Software,SOFTWARE,$340.0M,340000000,parsed,USD,Company reaches important financial milestone ahead of schedule.,https://technews.example.com/articles/72,,1431.0,72,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0073,Google DeepMind CEO Discusses Future of AI,Google DeepMind,Google DeepMind,True,exact,100.0,20 Jul 2020,2020-07-20,parsed,2020,3,7,AI & ML,AI_ML,"$145,000,000",145000000,parsed,USD,Strategic acquisition strengthens competitive position and technology capabilities.,https://technews.example.com/articles/73,John Smith,2035.0,73,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0074,SpaceX Launches New AI-Powered Product,SpaceX,SpaceX,True,exact,100.0,2021-05-15T00:00:00Z,2021-05-15,parsed,2021,2,5,Cybersecurity,SECURITY,$3450.0 million,3450000000,parsed,USD,Investors show strong confidence in the company's growth trajectory and market position.,https://technews.example.com/articles/74,,1486.0,74,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0075,Cloudflare Faces Regulatory Scrutiny,Cloudflare,Cloudflare,True,exact,100.0,10/20/2020,2020-10-20,parsed,2020,4,10,Security,SECURITY,"¥75,000,000,000",500000000,parsed,JPY,International expansion strategy focuses on enterprise customers in key markets.,https://technews.example.com/articles/75,,802.0,75,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0076,Palantir Acquires Competitor for Undisclosed Sum,Palantir,Palantir,True,exact,100.0,18-04-2023,2023-04-18,parsed,2023,2,4,Cybersecurity,SECURITY,Not disclosed,,not_disclosed,,Major partnership validates technology and opens new revenue opportunities.,https://technews.example.com/articles/76,John Smith,2842.0,76,tech_news.csv,2026-08-22T21:58:37.269504+00:00
ART0077,Airbnb Faces Regulatory Scrutiny,Airbnb,Airbnb,True,exact,100.0,28 Aug 2021,2021-08-28,parsed,2021,3,8,Finance,FINTECH,"$4,200,000,000",4200000000,parsed,USD,Regulatory concerns focus on data privacy and market competition issues.,https://technews.example.com/articles/77,,700.0,77,tech_news.csv,2026-08-22T21:58:37.269504+00:00
